DAILY TSI, PX and PS from extend_tsi_day_mon_ann.pro  px is Viereck et al 2003 Mg index plus SORCE
Wed Feb 13 13:02:52 2013
 szero and model2 coefs are: 
      1365.50      1335.42      114.825     -1.10903
    YEAR      MONTH    DAY        TSI            PX            PS
    2004      12       8      1366.1287         0.2677        20.6100
    2004      12       9      1366.1689         0.2682        25.9500
    2004      12      10      1366.1375         0.2677        13.2300
    2004      12      11      1366.1630         0.2681        24.5400
    2004      12      12      1366.0852         0.2677        45.6500
    2004      12      13      1366.0781         0.2675        39.8900
    2004      12      14      1366.0060         0.2668        27.6400
    2004      12      15      1366.0541         0.2670        10.5400
    2004      12      16      1366.0498         0.2669         9.6200
    2004      12      17      1366.0613         0.2672        21.7800
    2004      12      18      1366.1241         0.2678        29.3800
    2004      12      19      1366.0920         0.2677        39.0400
    2004      12      20      1365.9985         0.2676        92.6500
    2004      12      21      1366.1594         0.2692       108.2300
    2004      12      22      1366.1273         0.2692       132.2900
    2004      12      23      1366.1854         0.2699       146.1400
    2004      12      24      1366.2751         0.2706       139.0100
    2004      12      25      1366.3495         0.2702        65.5300
    2004      12      26      1366.3649         0.2703        56.8700
    2004      12      27      1366.3949         0.2701        26.4500
    2004      12      28      1366.3358         0.2695        18.8800
    2004      12      29      1366.2600         0.2693        53.6100
    2004      12      30      1366.2217         0.2694        87.4700
    2004      12      31      1366.2241         0.2696        97.4400
    2005       1       1      1366.1542         0.2691       110.3800
    2005       1       2      1366.1025         0.2684        86.0100
    2005       1       3      1365.9878         0.2677       108.8800
    2005       1       4      1366.0502         0.2671        27.1200
    2005       1       5      1366.0879         0.2673        14.2800
    2005       1       6      1366.0822         0.2672        13.3600
    2005       1       7      1366.0140         0.2666         7.4200
    2005       1       8      1365.9865         0.2664        11.3200
    2005       1       9      1365.9563         0.2663        26.8000
    2005       1      10      1365.9091         0.2663        53.5100
    2005       1      11      1365.9104         0.2664        62.7100
    2005       1      12      1365.7430         0.2671       228.6100
    2005       1      13      1365.3362         0.2676       533.8000
    2005       1      14      1364.5472         0.2686      1132.2300
    2005       1      15      1364.2708         0.2695      1380.5800
    2005       1      16      1364.4056         0.2699      1321.3900
    2005       1      17      1364.9847         0.2704       975.6500
    2005       1      18      1365.3455         0.2705       749.4400
    2005       1      19      1365.8425         0.2708       443.1300
    2005       1      20      1366.0302         0.2713       353.8100
    2005       1      21      1366.1017         0.2701       214.8200
    2005       1      22      1366.0385         0.2696       225.0000
    2005       1      23      1366.2158         0.2695        93.1600
    2005       1      24      1366.2628         0.2694        56.0700
    2005       1      25      1366.1097         0.2685        90.2100
    2005       1      26      1366.0543         0.2683       114.0400
    2005       1      27      1366.0220         0.2680       108.3800
    2005       1      28      1365.9916         0.2671        66.6300
    2005       1      29      1366.0166         0.2671        45.2400
    2005       1      30      1365.9414         0.2667        63.3000
    2005       1      31      1365.8784         0.2664        80.9500
    2005       2       1      1365.8258         0.2656        62.0500
    2005       2       2      1365.8547         0.2657        46.6300
